     ,activation_hidden ,alpha ,batch_size ,epochs ,hidden_layer_sizes ,lambd  ,learning_rate ,learning_rate_init ,nesterov
 215 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 216 ,logistic          ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 217 ,logistic          ,  0.0 ,       1   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 218 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 219 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 220 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,True
 221 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 222 ,tanh              ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0001 ,False
 223 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,False
 224 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,False
 225 ,logistic          ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 226 ,logistic          ,  0.0 ,       1   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 227 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,False
 228 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 229 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,True
 230 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 231 ,logistic          ,  0.0 ,       1   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0001 ,False
 232 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 233 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 234 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 235 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 236 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 237 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 238 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.001  ,True
 239 ,tanh              ,  0.0 ,       1   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 240 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 241 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 242 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0001 ,False
 243 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 244 ,logistic          ,  0.0 ,       1   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0001 ,False
 245 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.001  ,False
 246 ,tanh              ,  0.0 ,       1   ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0001 ,False
 247 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 248 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 249 ,logistic          ,  0.0 ,       1   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 250 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 251 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 252 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 253 ,logistic          ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,False
 254 ,logistic          ,  0.0 ,       1   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0001 ,False
 255 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 256 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 257 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,False
 258 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 259 ,tanh              ,  0.0 ,       1   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 260 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,True
 261 ,tanh              ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0001 ,False
 262 ,logistic          ,  0.0 ,       1   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 263 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,linear_decay  ,            0.1    ,True
 264 ,tanh              ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 265 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0001 ,False
 266 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 267 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0005 ,False
 268 ,logistic          ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 269 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 270 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 271 ,tanh              ,  0.0 ,       1   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 272 ,logistic          ,  0.5 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,True
 273 ,tanh              ,  0.0 ,       1   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 274 ,logistic          ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 275 ,tanh              ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0001 ,False
 276 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 277 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 278 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 279 ,tanh              ,  0.0 ,       1   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.0001 ,False
 280 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 281 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 282 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 283 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 284 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,False
 285 ,logistic          ,  0.8 ,       1   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 286 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.001  ,True
 287 ,logistic          ,  0.0 ,       1   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 288 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 289 ,logistic          ,  0.0 ,       1   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 290 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 291 ,tanh              ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 292 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 293 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.0005 ,False
 294 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 295 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 296 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 297 ,tanh              ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 298 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.0005 ,False
 299 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,False
 300 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,True
 301 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 302 ,tanh              ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 303 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 304 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 305 ,tanh              ,  0.0 ,       1   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,False
 306 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.0005 ,False
 307 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 308 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 309 ,logistic          ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0005 ,False
 310 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,True
 311 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 312 ,logistic          ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.0005 ,False
 313 ,logistic          ,  0.0 ,       1.0 ,   800 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 314 ,tanh              ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.001  ,True
 315 ,logistic          ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.001  ,False
 316 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 317 ,logistic          ,  0.8 ,       1.0 ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.1    ,False
 318 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 319 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,linear_decay  ,            0.1    ,True
 320 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,False
 321 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.1    ,False
 322 ,logistic          ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 323 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 324 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 325 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 326 ,tanh              ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.001  ,True
 327 ,tanh              ,  0.0 ,       1   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 328 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.0005 ,False
 329 ,logistic          ,  0.8 ,       1   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 330 ,logistic          ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 331 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,False
 332 ,tanh              ,  0.0 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.001  ,False
 333 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 334 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,linear_decay  ,            0.1    ,False
 335 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 336 ,logistic          ,  0.0 ,      64   ,   200 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,False
 337 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 338 ,logistic          ,  0.5 ,       1.0 ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.1    ,True
 339 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,linear_decay  ,            0.1    ,True
 340 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,1e-05  ,fixed         ,            0.1    ,True
 341 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,0.0001 ,linear_decay  ,            0.1    ,True
 342 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.1    ,False
 343 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,False
 344 ,tanh              ,  0.8 ,       1.0 ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,False
 345 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,True
 346 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,False
 347 ,logistic          ,  0.8 ,       1   ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.001  ,False
 348 ,logistic          ,  0.5 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,fixed         ,            0.1    ,True
 349 ,tanh              ,  0.8 ,      64   ,   800 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 350 ,logistic          ,  0.8 ,       1   ,   800 ,"[60, 60]"         ,0.001  ,fixed         ,            0.0001 ,False
 351 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,False
 352 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.1    ,True
 353 ,logistic          ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 354 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,True
 355 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.1    ,False
 356 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.001  ,fixed         ,            0.001  ,True
 357 ,logistic          ,  0.5 ,       1.0 ,   800 ,"[30, 30]"         ,0.001  ,fixed         ,            0.1    ,True
 358 ,logistic          ,  0.0 ,       1.0 ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.1    ,False
 359 ,logistic          ,  0.5 ,      64   ,   800 ,"[30, 30, 30]"     ,1e-05  ,fixed         ,            0.001  ,True
 360 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 361 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,fixed         ,            0.0005 ,False
 362 ,tanh              ,  0.8 ,      64   ,   800 ,"[30, 30]"         ,1e-05  ,linear_decay  ,            0.0005 ,False
 363 ,logistic          ,  0.8 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 364 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,0.0001 ,linear_decay  ,            0.001  ,False
 365 ,tanh              ,  0.0 ,      64   ,   800 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.0005 ,False
 366 ,tanh              ,  0.8 ,      64   ,   200 ,"[60, 60]"         ,1e-05  ,linear_decay  ,            0.001  ,False
 367 ,logistic          ,  0.8 ,       1.0 ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.1    ,False
 368 ,tanh              ,  0.5 ,      64   ,   200 ,"[30, 30]"         ,0.0001 ,fixed         ,            0.001  ,True
 369 ,tanh              ,  0.0 ,       1   ,   800 ,"[30, 30, 30]"     ,0.001  ,fixed         ,            0.0005 ,False
 370 ,tanh              ,  0.8 ,      64   ,   200 ,"[30, 30, 30]"     ,0.001  ,linear_decay  ,            0.001  ,True
 371 ,logistic          ,  0.5 ,      64   ,   200 ,"[30, 30, 30]"     ,0.0001 ,fixed         ,            0.1    ,True
